Feature_1,Feature_2,biore_full,diff_mz,diff_rt,elution,Similarity_score,spearman_cor
X1170_267.1182_9.16_neg ,X3631_307.1397_5.77_neg,,,,,0.755909988,0.779710145
X1170_267.1182_9.16_neg ,X612_249.1131_12.59_neg,"""Hydration""",18.0051,-3.43,-1,,0.778600062
X1170_267.1182_9.16_neg ,X2956_429.2132_12.77_neg,,,,,0.787487765,0.749121184
X1170_267.1182_9.16_neg ,X1335_245.1391_8.56_neg,,,,,0.846633303,0.704841196
X1170_267.1182_9.16_neg ,X3004_173.0811_7.55_neg,,,,,0.905491742,0.701387604
X1170_267.1182_9.16_neg ,X1839_375.1663_10.50_neg,,,,,0.919449816,0.69546716
X1170_267.1182_9.16_neg ,X3364_233.1145_9.16_pos,,,,,,
X1131_230.0663_3.25_neg ,X1141_229.1070_4.67_neg,,,,,0.974044126,0.657600987
X1131_230.0663_3.25_neg ,X168_241.0365_3.06_neg,,,,,0.684622423,0.887264878
X1131_230.0663_3.25_neg ,X1308_427.1325_3.24_pos,,,,,,
X1828_731.3532_12.65_neg ,X1852_747.3454_11.63_neg,"""Oxygenation""",-15.9922,1.02,-1,,0.822756707
X1828_731.3532_12.65_neg ,X713_747.3458_11.04_neg,"""Oxygenation""",-15.9926,1.61,-1,,0.818316374
X1128_383.2075_10.95_neg ,X1771_425.2189_11.87_neg,"""Acetylation""",-42.0114,-0.92,0,,0.736663583
X1128_383.2075_10.95_neg ,X884_215.1284_10.69_neg,,,,,0.989489236,0.892568609
X1128_383.2075_10.95_neg ,X4317_199.0974_8.96_neg,,,,,0.824976847,0.663644773
X1128_383.2075_10.95_neg ,X3631_307.1397_5.77_neg,,,,,0.666633285,0.753561517
X1128_383.2075_10.95_neg ,X3004_173.0811_7.55_neg,,,,,0.921389522,0.784397163
X1128_383.2075_10.95_neg ,X2956_429.2132_12.77_neg,,,,,0.827125093,0.849768733
X1128_383.2075_10.95_neg ,X2554_193.0862_12.32_neg,,,,,0.840527666,0.884674684
X1128_383.2075_10.95_neg ,X1839_375.1663_10.50_neg,,,,,0.982548094,0.73987049
X1128_383.2075_10.95_neg ,X1170_267.1182_9.16_neg,,,,,0.911745198,0.780203515
X1880_441.1048_5.35_neg ,X74_309.0607_7.21_neg,"""Pentose""",132.0441,-1.86,-1,,0.657971014
X1141_229.1070_4.67_neg ,X168_241.0365_3.06_neg,,,,,0.669063369,0.710884983
X1141_229.1070_4.67_neg ,X231_187.0969_8.08_neg,"""Acetylation""",42.0101,-3.41,0,,0.651803885
X1054_347.0985_3.07_neg ,X168_241.0365_3.06_neg,,,,,0.979688354,0.689916744
X1054_347.0985_3.07_neg ,X1141_229.1070_4.67_neg,,,,,0.676122823,0.851125501
X1054_347.0985_3.07_neg ,X1131_230.0663_3.25_neg,,,,,0.691846044,0.682146161
X1054_347.0985_3.07_neg ,X1305_325.0898_3.07_pos,,,,,,
X1872_593.2819_8.31_neg ,X451_575.2719_8.86_neg,"""Hydration""",18.01,-0.55,-1,,0.826210299
X10901_677.1737_8.52_neg ,X1852_747.3454_11.63_neg,,,,,0.836961978,0.651187172
X18_1067.5438_12.94_neg ,X679_1037.5332_13.06_neg,"""Methoxylation""",30.0106,-0.12,0,,0.882331175
X18_1067.5438_12.94_neg ,X219_1229.5963_11.79_neg,"""Hexose""",-162.0525,1.15,-1,,0.915263645
X18_1067.5438_12.94_neg ,X133_1069.5580_12.94_pos,,,,,,
X1795_159.0654_5.35_neg ,X3004_173.0811_7.55_neg,"""Methylation""",-14.0157,-2.2,1,,0.678692569
X1795_159.0654_5.35_neg ,X847_129.0546_5.20_neg,"""Methoxylation""",30.0108,0.15,0,,0.68498304
X1795_159.0654_5.35_neg ,X545_344.2279_5.38_pos,,,,,,
X1067_379.1960_10.65_neg ,X3631_307.1397_5.77_neg,,,,,0.682779192,0.679679309
X1067_379.1960_10.65_neg ,X34_421.2081_8.68_neg,"""Acetylation""",-42.0121,1.97,0,,0.786740672
X1067_379.1960_10.65_neg ,X686_395.1923_6.75_neg,"""Oxygenation""",-15.9963,3.9,-1,,0.752821462
X1067_379.1960_10.65_neg ,X4317_199.0974_8.96_neg,,,,,0.838738696,0.701510947
X1067_379.1960_10.65_neg ,X1416_421.2437_11.33_neg,,,,,0.990338691,0.709528215
X1067_379.1960_10.65_neg ,X3579_445.1670_6.72_neg,,,,,0.712682998,0.662658033
X1067_379.1960_10.65_neg ,X2401_337.1871_10.17_neg,"""Acetylation""",42.0089,0.48,0,,0.748257786
X1067_379.1960_10.65_neg ,X1839_375.1663_10.50_neg,,,,,0.98435348,0.69978415
X1067_379.1960_10.65_neg ,X1335_245.1391_8.56_neg,,,,,0.750918307,0.719642307
X1067_379.1960_10.65_neg ,X1170_267.1182_9.16_neg,,,,,0.92808413,0.7613321
X1067_379.1960_10.65_neg ,X3004_173.0811_7.55_neg,,,,,0.940499193,0.65205057
X1067_379.1960_10.65_neg ,X1128_383.2075_10.95_neg,,,,,0.980038475,0.690533457
X1067_379.1960_10.65_neg ,X619_401.1785_10.65_pos,,,,,,
X1115_361.1418_6.33_neg ,X274_429.2101_7.08_neg,"""Isoprenylation""",-68.0683,-0.75,1,,0.665741597
X135_1037.5336_12.91_neg ,X18_1067.5438_12.94_neg,"""Methoxylation""",-30.0102,-0.03,0,,0.662658033
X1110_493.2281_7.39_neg ,X371_477.2324_6.42_neg,,,,,0.651622849,0.709034844
X1110_493.2281_7.39_neg ,X7446_517.2256_7.39_pos,,,,,,
X1049_357.1401_3.14_neg ,X1207_401.1666_3.71_neg,,,,,0.863926951,0.905272895
X1049_357.1401_3.14_neg ,X16016_355.1250_3.20_neg,"""Reduction""",2.0151,-0.06,-1,,0.713351835
X1049_357.1401_3.14_neg ,X17_335.1308_3.14_pos,,,,,,
X10516_563.3004_8.06_neg ,X39_299.0774_4.73_neg,,,,,0.852400008,0.750601295
X10516_563.3004_8.06_neg ,X2082_565.3229_7.82_neg,"""Reduction""",-2.0225,0.24,-1,,0.797718162
X1030_331.1764_10.27_neg ,X1839_375.1663_10.50_neg,,,,,0.946141278,0.753931545
X1030_331.1764_10.27_neg ,X1416_421.2437_11.33_neg,,,,,0.962715261,0.675855689
X1030_331.1764_10.27_neg ,X4317_199.0974_8.96_neg,,,,,0.857190685,0.752944804
X1030_331.1764_10.27_neg ,X1067_379.1960_10.65_neg,,,,,0.960673413,0.798211533
X1030_331.1764_10.27_neg ,X1829_249.0625_10.27_pos,,,,,,
X1019_229.1443_11.89_neg ,X2956_429.2132_12.77_neg,,,,,0.906567515,0.946099291
X1019_229.1443_11.89_neg ,X8133_146.9384_8.02_neg,,,,,0.901102392,0.670305273
X1019_229.1443_11.89_neg ,X884_215.1284_10.69_neg,"""Methylation""",14.0159,1.2,1,0.97198748,0.988405797
X1019_229.1443_11.89_neg ,X3004_173.0811_7.55_neg,,,,,0.938001181,0.808325624
X1019_229.1443_11.89_neg ,X1170_267.1182_9.16_neg,,,,,0.908313153,0.793031144
X1019_229.1443_11.89_neg ,X2554_193.0862_12.32_neg,,,,,0.937692836,0.971261178
X1019_229.1443_11.89_neg ,X3631_307.1397_5.77_neg,,,,,0.683025604,0.789454209
X1019_229.1443_11.89_neg ,X1335_245.1391_8.56_neg,"""Oxygenation""",-15.9948,3.33,-1,0.743829626,0.652173913
X1019_229.1443_11.89_neg ,X1839_375.1663_10.50_neg,,,,,0.963865415,0.768239285
X1019_229.1443_11.89_neg ,X1128_383.2075_10.95_neg,,,,,0.956395729,0.897008942
X1572_411.1664_9.38_neg ,X71_429.1768_7.47_neg,"""Hydration""",-18.0104,1.91,-1,,0.890348443
X1589_261.0412_8.99_neg ,X7_279.0510_6.81_neg,"""Hydration""",-18.0098,2.18,-1,,0.791057663
X1589_261.0412_8.99_neg ,X16_279.0510_7.00_neg,"""Hydration""",-18.0098,1.99,-1,,0.782053654
X1589_261.0412_8.99_neg ,X9093_317.0663_8.99_pos,,,,,,
X1531_431.1194_5.36_neg ,X636_461.1304_3.93_neg,"""Methoxylation""",-30.011,1.43,0,,0.65920444
X15377_533.2272_9.44_neg ,X220_491.2139_8.87_neg,"""Acetylation""",42.0133,0.57,0,,0.953376503
X15337_433.1154_5.18_neg ,X723_287.0559_8.23_neg,"""Deoxyhexose""",146.0595,-3.05,-1,,0.688066605
X15337_433.1154_5.18_neg ,X3932_463.1245_10.45_neg,"""Methoxylation""",-30.0091,-5.27,0,,0.664631514
X13494_447.1113_3.68_neg ,X252_315.0724_4.35_neg,"""Pentose""",132.0389,-0.67,-1,,0.765402405
X1404_741.2611_7.84_neg ,X2321_609.2193_9.03_neg,"""Pentose""",132.0418,-1.19,-1,,0.763058896
X1404_741.2611_7.84_neg ,X166_579.2088_8.80_neg,"""Hexose""",162.0523,-0.96,-1,,0.870490287
X1404_741.2611_7.84_neg ,X2274_517.2058_7.85_pos,,,,,,
X1183_1083.5399_11.63_neg ,X18_1067.5438_12.94_neg,"""Oxygenation""",15.9961,-1.31,-1,,0.718532223
X1183_1083.5399_11.63_neg ,X9081_1085.5526_11.64_pos,,,,,,
X1048_521.3331_10.03_neg ,X684_523.3487_9.56_neg,"""Reduction""",-2.0156,0.47,-1,,0.978415048
X1048_521.3331_10.03_neg ,X1152_545.3299_10.04_pos,,,,,,
X108_377.1819_6.67_neg ,X2127_361.1865_11.11_neg,"""Oxygenation""",15.9954,-4.44,-1,,0.660931237
X108_377.1819_6.67_neg ,X172_395.1922_5.57_neg,"""Hydration""",-18.0103,1.1,-1,,0.682639531
X108_377.1819_6.67_neg ,X1282_509.2228_6.47_neg,"""Pentose""",-132.0409,0.2,-1,,0.841751465
X108_377.1819_6.67_neg ,X2724_386.1021_6.67_pos,,,,,,
X1114_347.0988_5.23_neg ,X828_305.0880_3.74_neg,"""Acetylation""",42.0108,1.49,0,,0.657847672
X1114_347.0988_5.23_neg ,X1737_369.0725_5.23_pos,,,,,,
X114_645.2781_12.39_neg ,X605_661.2727_10.69_neg,"""Oxygenation""",-15.9946,1.7,-1,,0.86827012
X114_645.2781_12.39_neg ,X2944_661.2715_11.37_neg,"""Oxygenation""",-15.9934,1.02,-1,,0.892198582
X10607_661.3416_10.71_neg ,X1872_593.2819_8.31_neg,"""Isoprenylation""",68.0597,2.4,1,,0.701880974
X1059_629.2662_8.44_neg ,X143_467.2135_8.88_neg,"""Hexose""",162.0527,-0.44,-1,,0.878877582
X983_367.1402_9.28_neg ,X9581_395.1388_9.28_pos,,,,,,
X1052_471.0908_9.57_neg ,X1330_501.1072_9.10_neg,"""Methoxylation""",-30.0164,0.47,0,,0.773789701
X1052_471.0908_9.57_neg ,X2462_455.0988_11.27_neg,"""Oxygenation""",15.992,-1.7,-1,,0.728029602
X1052_471.0908_9.57_neg ,X14316_485.1081_11.53_neg,"""Methylation""",-14.0173,-1.96,1,,0.793524514
X1013_417.1100_7.19_neg ,X1431_563.1620_5.28_neg,"""Deoxyhexose""",-146.052,1.91,-1,,0.743447425
X1013_417.1100_7.19_neg ,X9252_439.0852_7.20_pos,,,,,,
X960_415.1295_7.62_neg ,X7448_437.1053_7.63_pos,,,,,,
X981_839.3361_7.43_neg ,X4851_841.3500_7.43_pos,,,,,,
X954_543.3164_11.22_neg ,X8818_305.2474_11.22_pos,,,,,,
X1922_543.3173_11.59_neg ,X2204_501.3051_11.04_neg,"""Acetylation""",42.0122,0.55,0,,0.776503238
X1922_543.3173_11.59_neg ,X954_543.3164_11.22_neg,,,,,0.655429994,0.808325624
X1922_543.3173_11.59_neg ,X8904_561.3240_8.34_neg,"""Hydration""",-18.0067,3.25,-1,,0.822633364
X1922_543.3173_11.59_neg ,X629_527.3224_12.38_neg,"""Oxygenation""",15.9949,-0.79,-1,,0.857909343
X919_206.0818_6.55_neg ,X638_252.0867_6.55_pos,,,,,,
X891_441.2464_10.91_neg ,X2611_469.2424_10.90_pos,,,,,,
X408_595.1673_5.35_neg ,X892_578.1103_5.32_neg,,,,,0.798197322,0.653160654
X408_595.1673_5.35_neg ,X6488_597.1811_5.35_pos,,,,,,
X892_578.1103_5.32_neg ,X6803_580.1358_5.32_pos,,,,,,
X884_215.1284_10.69_neg ,X3016_299.1101_10.68_pos,,,,,,
X875_359.1000_6.16_neg ,X888_491.1441_6.12_neg,"""Pentose""",-132.0441,0.04,-1,,0.849398705
X849_308.0787_5.78_neg ,X9472_310.0923_5.78_pos,,,,,,
X1938_837.3521_11.12_neg ,X2236_855.3671_10.86_neg,"""Hydration""",-18.015,0.26,-1,,0.650447117
X1938_837.3521_11.12_neg ,X10054_839.3672_11.12_pos,,,,,,
X836_594.1105_5.07_neg ,X892_578.1103_5.32_neg,"""Oxygenation""",16.0002,-0.25,-1,,0.851125501
X836_594.1105_5.07_neg ,X11887_566.1165_5.13_pos,,,,,,
X840_447.1890_10.49_neg ,X8370_469.1687_10.50_pos,,,,,,
X84_533.0939_8.09_neg ,X8829_535.1087_8.09_pos,,,,,,
X8133_146.9384_8.02_neg ,X884_215.1284_10.69_neg,,,,,0.887164256,0.66919519
X725_201.1127_9.42_neg ,X884_215.1284_10.69_neg,"""Methylation""",-14.0157,-1.27,1,,0.912920136
X795_405.2124_8.49_neg ,X4157_383.2100_8.48_pos,,,,,,
X77_593.1217_7.00_neg ,X6223_595.1345_7.00_pos,,,,,,
X723_287.0559_8.23_neg ,X9180_541.2984_8.27_pos,,,,,,
X75_463.2554_8.49_neg ,X597_221.1846_8.49_pos,,,,,,
X74_309.0607_7.21_neg ,X853_308.0786_5.48_neg,,,,,0.868114287,0.866049954
X74_309.0607_7.21_neg ,X8854_195.0556_7.21_pos,,,,,,
X722_623.1273_6.97_neg ,X77_593.1217_7.00_neg,"""Methoxylation""",30.0056,-0.03,0,,0.689053346
X710_535.0735_9.20_neg ,X9068_537.0886_9.20_pos,,,,,,
X358_697.2351_8.85_neg ,X711_697.2358_9.37_neg,,,,,0.839128966,0.910083256
X6904_471.1928_8.83_neg ,X7985_488.8265_7.91_neg,,,,,0.651534525,0.704594511
X7_279.0510_6.81_neg ,X74_309.0607_7.21_neg,"""Methoxylation""",-30.0097,-0.4,0,,0.855195806
X7_279.0510_6.81_neg ,X16162_303.0498_6.83_pos,,,,,,
X7_279.0510_6.81_neg ,X8827_165.0578_6.82_pos,,,,,,
X68_463.0886_7.09_neg ,X215_465.1031_7.09_pos,,,,,,
X593_635.0634_4.96_neg ,X88_325.0930_5.10_neg,,,,,0.855128769,0.781806969
X5730_411.1661_9.30_neg ,X71_429.1768_7.47_neg,"""Hydration""",-18.0107,1.83,-1,,0.897132285
X553_310.0934_4.44_neg ,X581_352.1039_5.48_neg,"""Acetylation""",-42.0105,-1.04,0,,0.895282146
X1079_449.2755_10.14_neg ,X5348_449.2753_10.05_neg,,,,,0.812564729,0.951279679
X545_423.1875_6.69_neg ,X2270_447.1899_6.70_pos,,,,,,
X520_445.2412_12.02_neg ,X75_463.2554_8.49_neg,"""Hydration""",-18.0142,3.53,-1,,0.825470244
X520_445.2412_12.02_neg ,X1608_423.2357_12.02_pos,,,,,,
X501_653.1738_7.57_neg ,X888_491.1441_6.12_neg,"""Caffeate""",162.0297,1.45,1,,0.76083873
X5_431.0983_6.96_neg ,X594_431.0982_8.67_neg,,,,,0.976471442,0.875177305
X4595_459.2245_10.37_neg ,X3495_177.1605_10.36_pos,,,,,,
X47_431.1924_5.85_neg ,X488_415.1973_7.66_neg,"""Oxygenation""",15.9951,-1.81,-1,,0.68115942
X4487_447.2301_7.63_neg ,X960_415.1295_7.62_neg,,,,,0.967950567,0.683256244
X1832_575.2711_10.38_neg ,X266_559.2759_12.23_neg,"""Oxygenation""",15.9952,-1.85,-1,,0.876164046
X1832_575.2711_10.38_neg ,X1872_593.2819_8.31_neg,"""Hydration""",-18.0108,2.07,-1,,0.83916127
X1832_575.2711_10.38_neg ,X1935_533.2590_11.50_neg,"""Acetylation""",42.0121,-1.12,0,,0.65920444
X1832_575.2711_10.38_neg ,X451_575.2719_8.86_neg,,,,,0.66766845,0.907369719
X1832_575.2711_10.38_neg ,X2105_557.2604_12.21_neg,"""Hydration""",18.0107,-1.83,-1,,0.815232809
X3025_399.1400_11.79_neg ,X4481_409.0963_12.81_neg,,,,,0.677425416,0.694850447
X3025_399.1400_11.79_neg ,X612_286.2740_11.82_pos,,,,,,
X446_475.2198_10.87_neg ,X520_445.2412_12.02_neg,,,,,0.855501349,0.664384829
X434_457.2397_9.28_neg ,X9540_221.0641_9.28_neg,,,,,0.89203953,0.851125501
X434_457.2397_9.28_neg ,X891_441.2464_10.91_neg,"""Oxygenation""",15.9933,-1.63,-1,,0.752944804
X434_457.2397_9.28_neg ,X2945_219.1744_9.28_pos,,,,,,
X4340_619.2609_11.95_neg ,X605_661.2727_10.69_neg,"""Acetylation""",-42.0118,1.26,0,,0.704841196
